name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Gurgaon, India",2021-08-16T08:00:00,30.9,37,24.6,69.13,,,,,,,11.1,282,1005.3,23.9,3.1,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-16T09:00:00,32,40.7,26,70.66,,,,,,,16.6,260,1006,27.7,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T10:00:00,34,40.6,24,56.05,,,,,,,16.6,290,1007,0,4,,,0,,Clear,clear-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T11:00:00,34.5,40.6,23.5,53.16,,,,,,,16.1,262,1005.8,0,4,,,0,,Clear,clear-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-16T12:00:00,35,43.3,25,56.28,,,,,,,16.6,280,1006,0,5,,,0,,Clear,clear-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T13:00:00,36,43.2,24,50.17,,,,,,,16.6,280,1006,0,5,,,0,,Clear,clear-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T14:00:00,36.5,43.1,23.4,46.88,,,,,,,13.8,250,1004.1,10.2,4.4,,,0,,Clear,clear-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-16T15:00:00,36,43.2,24,50.17,,,,,,,13,270,1005,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T16:00:00,37,44.5,24,47.49,,,,,,,13,310,1003,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T17:00:00,36.4,43.9,24.1,49.5,,,,,,,9.5,269,1002.3,52.3,4.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-16T18:00:00,35,43.3,25,56.28,,,,,,,13,300,1003,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T19:00:00,35,43.3,25,56.28,,,,,,,9.4,310,1004,27.7,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T20:00:00,33.1,40.8,25.1,63,,,,,,,5.5,250,1003.8,23.4,4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-16T21:00:00,33,40.6,25,62.93,,,,,,,5.4,330,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T22:00:00,32,40.7,26,70.66,,,,,,,5.4,40,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-16T23:00:00,31.9,41.1,26.3,72.28,,,,,,,0,0,1004.8,29.6,3.1,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T00:00:00,31,40.7,27,79.33,,,,,,,0,0,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T01:00:00,31,40.7,27,79.33,,,,,,,5.4,130,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T02:00:00,30.3,39.3,26.9,81.78,,,,,,,0,,1004.3,29.6,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T03:00:00,30,38.9,27,84.01,,,,,,,0,0,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T04:00:00,30,40.4,28,89.07,,,,,,,0,0,1005,27.7,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T05:00:00,30.1,38.8,26.9,83.11,,,,,,,6.4,270,1004.8,31.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T06:00:00,30,38.9,27,84.01,,,,,,,0,0,1006,27.7,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T07:00:00,30,37.5,26,79.2,,,,,,,9.4,230,1006,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T08:00:00,32,39.9,25.5,68.59,,,,,,,9.3,245,1005.3,50.8,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T09:00:00,33,42.1,26,66.78,,,,,,,7.6,240,1007,0,4,,,0,,Clear,clear-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T10:00:00,34,47.3,28,71.02,,,,,,,5.4,270,1007,0,4,,,0,,Clear,clear-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T11:00:00,35.8,44.9,25.3,54.89,,,,,,,9.9,287,1005,54.6,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T12:00:00,35,44.9,26,59.73,,,,,,,14.8,270,1006,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T13:00:00,36,46.3,26,56.52,,,,,,,14.8,240,1005,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T14:00:00,37.4,47.4,25.6,50.97,,,,,,,15.6,291,1003.1,50,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T15:00:00,37,47.7,26,53.51,,,,,,,14.8,310,1003,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T16:00:00,37,47.7,26,53.51,,,,,,,14.8,290,1002,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T17:00:00,36,45.1,25.3,54.19,,,,,,,12.7,257,1000.8,49.4,4.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T18:00:00,35,43.3,25,56.28,,,,,,,14.8,290,1002,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T19:00:00,34,42,25,59.5,,,,,,,16.6,320,1003,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T20:00:00,33.3,43,26.3,66.54,,,,,,,10.6,312,1002.1,31.2,4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-17T21:00:00,33,42.1,26,66.78,,,,,,,9.4,350,1004,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T22:00:00,32,40.7,26,70.66,,,,,,,5.4,30,1004,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-17T23:00:00,31.9,41.2,26.4,72.48,,,,,,,4,20,1002.9,31.2,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T00:00:00,31,40.7,27,79.33,,,,,,,0,0,1004,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T01:00:00,31,40.7,27,79.33,,,,,,,0,0,1003,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T02:00:00,30.6,39.4,26.7,79.99,,,,,,,0,0,1002.1,45.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T03:00:00,30,38.9,27,84.01,,,,,,,0,0,1003,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T04:00:00,30,38.9,27,84.01,,,,,,,0,0,1003,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T05:00:00,29.5,37.8,26.9,86.26,,,,,,,6.4,250,1002.3,42.3,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T06:00:00,29,38.2,28,94.36,,,,,,,7.6,270,1004,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T07:00:00,30,40.4,28,89.07,,,,,,,5.4,250,1004,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T08:00:00,32.1,42.1,26.8,73.9,,,,,,,5.1,228,1003.4,27.7,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T09:00:00,33,43.8,27,70.84,,,,,,,9.4,260,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T10:00:00,35,44.9,26,59.73,,,,,,,11.2,260,1005,27.7,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T11:00:00,35.4,44.4,25.3,55.96,,,,,,,6.9,4,1003,45.4,3.7,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T12:00:00,35,43.3,25,56.28,,,,,,,11.2,320,1004,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T13:00:00,35,40.7,23,49.91,,,,,,33.5,14.8,310,1003,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T14:00:00,37.1,44.3,23.7,46.26,,,,,,33.5,15.1,258,1000.7,53.9,4.1,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-18T15:00:00,36,41.9,23,47.23,,,,,,33.5,14.8,310,1001,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T16:00:00,35.6,40.5,22.3,46.32,,,,,,33.5,13.2,262,1000.4,50,4.7,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-18T17:00:00,35.3,42.3,24,51.97,,,,,,,14,274,998.9,50,4.1,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T18:00:00,34,38.3,22,49.66,,,,,,,14.8,340,1000,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T19:00:00,34,39.4,23,52.77,,,,,,,11.2,10,1001,50,5,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T20:00:00,33.7,40.9,24.5,58.44,,,,,,,4.9,28,1000.2,50,3.2,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-18T21:00:00,34,40.6,24,56.05,,,,,,,0,0,1002,50,5,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T22:00:00,33,39.3,24,59.28,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-18T23:00:00,31.4,40.1,26.3,74.45,,,,,,,0,,1001.6,54.6,3.7,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T00:00:00,31,39.1,26,74.79,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T01:00:00,30,38.9,27,84.01,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T02:00:00,30.3,39.7,27.2,83.13,,,,,,,0,0,1000.5,54.6,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T03:00:00,30,40.4,28,89.07,,,,,,,0,0,1001,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T04:00:00,31,42.4,28,84.11,,,,,,,0,0,1001,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T05:00:00,29.9,38.1,26.7,83.23,,,,,,,0,0,1001.1,54.6,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T06:00:00,31,42.4,28,84.11,,,,,,,0,0,1002,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T07:00:00,30.7,41.4,27.7,84.08,,,,,,,1,60,1002.7,43.7,3,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-19T08:00:00,32.4,41.6,26.2,70.05,,,,,,,4.9,232,1002.1,52.4,2.5,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-19T09:00:00,33,43.8,27,70.84,,,,,,,5.4,260,1003,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T10:00:00,34,43.5,26,63.14,,,,,,,7.6,210,1004,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T11:00:00,35.5,45.6,26,58.11,,,,,,,4.6,275,1002.1,56.2,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T12:00:00,35,41.9,24,53.01,,,,,,,13,10,1003,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T13:00:00,36,41.9,23,47.23,,,,,,,11.2,320,1002,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T14:00:00,34.3,43,25.4,59.79,,,,,,,9.8,93,1000.1,87.7,2.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T15:00:00,34,40.6,24,56.05,,,,,,,7.6,70,1001,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T16:00:00,33,40.6,25,62.93,,,,,,,7.6,220,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T17:00:00,33.8,44.2,26.6,66.15,,,,,,,5.7,57,998.7,65.5,2.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-19T18:00:00,34,43.5,26,63.14,,,,,,,9.4,50,1000,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T19:00:00,32,40.7,26,70.66,,,,,,,7.6,110,1000,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T20:00:00,31.5,40,26,72.68,,,,,,,7,118,999.8,57.5,2,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Gurgaon, India",2021-08-19T21:00:00,30,37.5,26,79.2,,,,,,,7.6,120,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T22:00:00,30,37.5,26,79.2,,,,,,,9.4,110,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-19T23:00:00,30.1,37.3,25.8,78.05,,,,,,,9.2,119,1001.4,53,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T00:00:00,29,35.6,26,83.9,,,,,,,7.6,100,1003,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T01:00:00,29,35.6,26,83.9,,,,,,,9.4,130,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T02:00:00,29.1,35.7,25.8,82.16,,,,,,,7.2,135,1001.1,53,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T03:00:00,29,35.6,26,83.9,,,,,,,7.6,140,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T04:00:00,29,35.6,26,83.9,,,,,,,7.6,110,1002,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T05:00:00,28.5,34.8,26.2,87.19,,,,,,,7.8,136,1002.1,78.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T06:00:00,28,34.5,27,94.32,,,,,,,13,110,1003,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T07:00:00,28,35.6,28,100,,,,,,,14.8,110,1004,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T08:00:00,29.2,37.9,27.4,89.96,,,,,,,16.1,101,1003.3,89.1,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T09:00:00,30,40.4,28,89.07,,,,,,,14.8,120,1005,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T10:00:00,31,42.4,28,84.11,,,,,,,11.2,100,1005,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T11:00:00,27,30.8,25.3,90.41,5,,,,,33.5,14.1,56,1004.7,90.8,2.4,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T12:00:00,28,33.6,26,88.92,,,,,,,18.4,70,1005,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T13:00:00,27,31.2,26,94.27,,,,,,,16.6,70,1005,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T14:00:00,26.5,26.5,25.9,96.51,5,,,,,31.7,14.9,98,1004.5,86.2,2.4,,,0,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T15:00:00,26,26,26,100,,,,,,,9.4,80,1004,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T16:00:00,26,26,26,100,,,,,,,9.4,50,1004,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T17:00:00,26.2,26.2,25.8,97.9,,,,,,,8.7,64,1003.2,100,2.4,,,0,,Overcast,cloudy,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T18:00:00,27,31.9,27,100,,,,,,,5.4,70,1004,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T19:00:00,27,31.9,27,100,,,,,,,9.4,50,1004,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T20:00:00,26.3,26.3,25.4,94.42,,,,,,,10.2,78,1004.5,98.4,2.4,,,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-20T21:00:00,27,31.2,26,94.27,,,,,,,5.4,50,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T22:00:00,27,31.2,26,94.27,,,,,,,11.2,60,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-20T23:00:00,26.3,26.3,25.3,94.42,,,,,,,12.4,70,1005.6,98.4,2.4,,,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T00:00:00,26,26,25,94.23,,,,,,,11.2,50,1006,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T01:00:00,25,25,25,100,,,,,,,9.4,50,1006,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T02:00:00,25.5,25.5,25.3,98.36,5.75,,,,,,10.6,78,1004.5,100,2.4,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T03:00:00,25,25,25,100,,,,,,,11.2,70,1004,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T04:00:00,25,25,25,100,,,,,,,5.4,70,1005,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T05:00:00,25.7,25.7,25.6,99.46,26.77,,,,,,5.6,50,1004.4,100,2,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T06:00:00,25,25,25,100,,,,,,,9.4,20,1006,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T07:00:00,25,25,25,100,,,,,,,11.2,140,1006,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T08:00:00,25.1,25.1,25,99.14,58.17,,,,,,6.3,108,1006.2,99.9,1.2,,,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T09:00:00,26,26,26,100,,,,,,,0,0,1007,100,1,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T10:00:00,27,31.9,27,100,,,,,,,7.6,60,1007,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T11:00:00,28.8,38.4,28.5,98.15,7.47,,,,,,14.7,118,1006.1,100,2.4,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T12:00:00,31,46.6,30,94.44,,,,,,,14.8,100,1006,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T13:00:00,31,44.4,29,89.14,,,,,,,18.4,120,1006,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T14:00:00,31.3,41.9,27.4,80.04,,,,,,,13.3,118,1004.2,89.2,2.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T15:00:00,31,42.4,28,84.11,,,,,,,11.2,120,1004,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T16:00:00,30,40.4,28,89.07,,,,,,,11.2,130,1004,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T17:00:00,29.3,36.9,26.5,85.1,24,,,,,,15.8,86,1004,99.9,2.4,,,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T18:00:00,27,31.2,26,94.27,,,,,,,11.2,50,1005,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T19:00:00,27,31.2,26,94.27,,,,,,,7.6,90,1005,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T20:00:00,27.7,33.6,26.9,95.85,3.76,,,,,,9.4,98,1005.2,90.8,2.4,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-21T21:00:00,28,34.5,27,94.32,,,,,,,13,70,1007,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T22:00:00,28,34.5,27,94.32,,,,,,,18.4,110,1007,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-21T23:00:00,26.7,30.3,25.9,95.64,,,,,,,12.5,115,1006.7,89.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-22T00:00:00,27,31.2,26,94.27,,,,,,,13,110,1007,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T01:00:00,26,26,25,94.23,,,,,,,11.2,110,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T02:00:00,26.1,26.1,25.3,95.46,,,,,,,9.1,108,1005.8,89.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-22T03:00:00,26,26,25,94.23,,,,,,,11.2,110,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T04:00:00,26,26,25,94.23,,,,,,,13,100,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T05:00:00,26.4,26.4,25.4,93.79,,,,,,,9.2,118,1005.4,89.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-22T06:00:00,27,31.2,26,94.27,,,,,,,13,120,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T07:00:00,27,31.2,26,94.27,,,,,,,11.2,110,1007,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T08:00:00,27.6,32.9,26.3,92.91,12,,,,,,10.5,123,1006.6,98.3,2.4,,,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-22T09:00:00,29,38.2,28,94.36,,,,,,,14.8,130,1008,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T10:00:00,30,40.4,28,89.07,,,,,,,14.8,120,1008,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T11:00:00,31.4,41.7,27.2,78.76,,,,,,,10.7,132,1007.1,89.2,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-22T12:00:00,31,42.4,28,84.11,,,,,,,13,120,1008,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-22T13:00:00,32,44.2,28,79.47,,,,,,,11.2,130,1006,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
